"seqnames","start","end","width","strand","logFC","logCPM","F","PValue","FDR","status","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr7",27028415,27031772,3358,"*",0.428965352446365,1.24383758379157,19.3215926724272,2.87139183836506e-05,0.0061558531563523,"Gained","Intron (ENST00000748166.1/ENST00000748166.1, intron 2 of 2)",7,26738840,26995239,256400,2,"8935","ENST00000432747.1",-33176,"ENSG00000005020","SKAP2","src kinase associated phosphoprotein 2"
"chr7",27033107,27035618,2512,"*",0.401973036821708,0.706896399284221,13.2340714527715,0.000446339620340759,0.0355474921082453,"Gained","Intron (ENST00000748166.1/ENST00000748166.1, intron 2 of 2)",7,26738840,26995239,256400,2,"8935","ENST00000432747.1",-37868,"ENSG00000005020","SKAP2","src kinase associated phosphoprotein 2"
"chr7",27040693,27040907,215,"*",1.09680920562923,-2.15136949209033,14.3673275594919,0.000263880558102374,0.0264720722648886,"Gained","Intron (ENST00000748166.1/ENST00000748166.1, intron 2 of 2)",7,26738840,26995239,256400,2,"8935","ENST00000432747.1",-45454,"ENSG00000005020","SKAP2","src kinase associated phosphoprotein 2"
"chr7",27041359,27042073,715,"*",0.667643238114885,-0.903080202206116,14.099288418083,0.000298518580287107,0.0282244775599342,"Gained","Exon (ENST00000748168.1/ENST00000748168.1, exon 3 of 3)",7,26738840,26995239,256400,2,"8935","ENST00000432747.1",-46120,"ENSG00000005020","SKAP2","src kinase associated phosphoprotein 2"
"chr7",27050836,27054955,4120,"*",0.561865328723494,1.35376855903035,34.1462805219973,7.1181108418891e-08,9.82972180096218e-05,"Gained","Intron (ENST00000748166.1/ENST00000748166.1, intron 2 of 2)",7,27093313,27095996,2684,2,"3198","ENST00000355633.5",41041,"ENSG00000105991","HOXA1","homeobox A1"
"chr7",27055778,27062151,6374,"*",0.349056456467625,2.00577396179185,17.4046499607291,6.67006163207056e-05,0.0110623573239698,"Gained","Intron (ENST00000748166.1/ENST00000748166.1, intron 2 of 2)",7,27093313,27095996,2684,2,"3198","ENST00000355633.5",33845,"ENSG00000105991","HOXA1","homeobox A1"
"chr7",27062642,27070249,7608,"*",0.393356873806061,2.36315351258372,27.3561674049881,1.00210260959382e-06,0.000576098979820377,"Gained","Intron (ENST00000748166.1/ENST00000748166.1, intron 2 of 2)",7,27093313,27095996,2684,2,"3198","ENST00000355633.5",25747,"ENSG00000105991","HOXA1","homeobox A1"
"chr7",27071649,27072957,1309,"*",0.489611791987171,-0.123315139283538,11.9856787826022,0.000804581728660555,0.0495048330330758,"Gained","Intron (ENST00000748166.1/ENST00000748166.1, intron 2 of 2)",7,27093313,27095996,2684,2,"3198","ENST00000355633.5",23039,"ENSG00000105991","HOXA1","homeobox A1"
"chr7",27074294,27076670,2377,"*",0.430722829063892,0.625949559272015,13.5766995568742,0.000380361419084017,0.0323235888455336,"Gained","Exon (ENST00000748166.1/ENST00000748166.1, exon 2 of 3)",7,27093313,27095996,2684,2,"3198","ENST00000355633.5",19326,"ENSG00000105991","HOXA1","homeobox A1"
"chr7",27077166,27093733,16568,"*",0.365407088738291,3.51552848213533,32.5695222204168,1.2971506378695e-07,0.000144635920843531,"Gained","Promoter (2-3kb)",7,27093313,27095996,2684,2,"3198","ENST00000355633.5",2263,"ENSG00000105991","HOXA1","homeobox A1"
"chr7",27115085,27126458,11374,"*",0.244654783298139,3.23166396210681,12.1689784232566,0.000737384265886598,0.0471651095431087,"Gained","Promoter (<=1kb)",7,27121917,27128760,6844,1,"285943","ENST00000517550.1",0,NA,"HOXA-AS2","HOXA cluster antisense RNA 2"
"chr7",27126491,27149842,23352,"*",0.241689081914089,4.21117118373998,15.5269841377523,0.00015508154286877,0.0190363670826574,"Gained","Promoter (<=1kb)",7,27129977,27152576,22600,1,"100133311","ENST00000518848.5",0,"ENSG00000254369","HOXA-AS3","HOXA cluster antisense RNA 3"
"chr7",27203106,27207494,4389,"*",0.354595423066534,1.76023931039904,14.7904111543604,0.000217063555176152,0.0234740722401296,"Gained","Promoter (<=1kb)",7,27202433,27204125,1693,1,"100316868","ENST00000814986.1",673,NA,"HOTTIP","HOXA distal transcript antisense RNA"
"chr7",27218350,27224154,5805,"*",0.316858620492651,2.17681556598676,16.0648191811662,0.000121553002593716,0.0164831839596991,"Gained","Exon (ENST00000835129.1/ENST00000835129.1, exon 3 of 3)",7,27202433,27204125,1693,1,"100316868","ENST00000814986.1",15917,NA,"HOTTIP","HOXA distal transcript antisense RNA"
"chr7",27224696,27255402,30707,"*",0.209739365262113,4.6662598185173,12.1593254498541,0.000740771850308595,0.0472715601457035,"Gained","Promoter (<=1kb)",7,27241429,27247229,5801,2,"101410536","ENST00000517726.1",0,"ENSG00000253405","EVX1-AS","EVX1 antisense RNA"
"chr7",27255857,27259612,3756,"*",0.424459877853786,1.52667767408595,22.2119552365669,8.32331806688195e-06,0.00257209444898623,"Gained","Distal Intergenic",7,27242443,27247239,4797,2,"101410536","ENST00000830135.1",-8618,"ENSG00000253405","EVX1-AS","EVX1 antisense RNA"
"chr7",27260184,27270563,10380,"*",0.354014747562981,2.75430011985121,23.229720958428,5.42881158525251e-06,0.00191672728301691,"Gained","Exon (ENST00000446039.2/ENST00000446039.2, exon 1 of 1)",7,27242443,27247239,4797,2,"101410536","ENST00000830135.1",-12945,"ENSG00000253405","EVX1-AS","EVX1 antisense RNA"
"chr7",27270809,27272348,1540,"*",0.697043843253425,-0.0849595025904687,23.2646428699404,5.35108653278742e-06,0.00190314568736828,"Gained","Distal Intergenic",7,27242443,27247239,4797,2,"101410536","ENST00000830135.1",-23570,"ENSG00000253405","EVX1-AS","EVX1 antisense RNA"
"chr7",27272968,27276121,3154,"*",0.411544463059262,1.17828002695429,16.7538745629888,8.91699055056144e-05,0.0133298271757302,"Gained","Distal Intergenic",7,27242443,27247239,4797,2,"101410536","ENST00000830135.1",-25729,"ENSG00000253405","EVX1-AS","EVX1 antisense RNA"
"chr7",27279435,27282971,3537,"*",0.480980599331692,1.09656426676189,21.6076370814284,1.07499485942624e-05,0.00306479300559745,"Gained","Distal Intergenic",7,27242443,27247239,4797,2,"101410536","ENST00000830135.1",-32196,"ENSG00000253405","EVX1-AS","EVX1 antisense RNA"
"chr7",27283488,27288722,5235,"*",0.488266134279538,1.75258632868064,29.5662159861678,4.16333452876703e-07,0.000314493664375808,"Gained","Distal Intergenic",7,27242443,27247239,4797,2,"101410536","ENST00000830135.1",-36249,"ENSG00000253405","EVX1-AS","EVX1 antisense RNA"
"chr7",27289187,27290817,1631,"*",0.678806314486932,0.130185274501519,27.9388929486466,7.93674893033736e-07,0.000483922669081919,"Gained","Distal Intergenic",7,27242443,27247239,4797,2,"101410536","ENST00000830135.1",-41948,"ENSG00000253405","EVX1-AS","EVX1 antisense RNA"
"chr7",27294677,27303244,8568,"*",0.405732932038063,2.522975588377,29.649233826397,4.02953757233402e-07,0.000309881171578655,"Gained","Distal Intergenic",7,27242443,27247239,4797,2,"101410536","ENST00000830135.1",-47438,"ENSG00000253405","EVX1-AS","EVX1 antisense RNA"
"chr7",27303632,27307993,4362,"*",0.416191168026067,1.62750386207503,21.3608423143394,1.19391546069335e-05,0.00331268577207206,"Gained","Distal Intergenic",7,27361577,27409137,47561,1,"105375207","ENST00000780828.1",-53584,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27309947,27322638,12692,"*",0.567529733612833,3.07444023035311,65.0056805103876,2.19145525766407e-12,1.49693906056799e-07,"Gained","Distal Intergenic",7,27361577,27409137,47561,1,"105375207","ENST00000780828.1",-38939,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27323021,27325510,2490,"*",0.4113956578469,0.828197017881095,14.1116932356823,0.000296719961370802,0.0281547982131355,"Gained","Distal Intergenic",7,27361577,27409137,47561,1,"105375207","ENST00000780828.1",-36067,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27326058,27327871,1814,"*",0.595642368687741,0.288078041521092,22.3998330561047,7.68996078162371e-06,0.00241865686427151,"Gained","Distal Intergenic",7,27361577,27409137,47561,1,"105375207","ENST00000780828.1",-33706,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27332149,27335444,3296,"*",0.433400252079966,1.14493054860395,18.2548798516866,4.57947516282857e-05,0.00861599371215265,"Gained","Distal Intergenic",7,27361577,27409137,47561,1,"105375207","ENST00000780828.1",-26133,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27335794,27354561,18768,"*",0.366035761620807,3.65521202442816,31.9298227824047,1.65861824366295e-07,0.000165637864049778,"Gained","Distal Intergenic",7,27361577,27409137,47561,1,"105375207","ENST00000780828.1",-7016,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27354684,27356231,1548,"*",0.604405920152053,-0.0150551397003802,18.7404984557613,3.70055792475157e-05,0.00739860099763918,"Gained","Distal Intergenic",7,27361577,27409137,47561,1,"105375207","ENST00000780828.1",-5346,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27356927,27366634,9708,"*",0.392388618088724,2.76039020790918,29.5509849908017,4.1883062283256e-07,0.000315573407278339,"Gained","Promoter (<=1kb)",7,27361577,27409137,47561,1,"105375207","ENST00000780828.1",0,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27366789,27381257,14469,"*",0.352445732974687,3.35537904921976,28.1315533891825,7.3483804459311e-07,0.000464725250806164,"Gained","Promoter (<=1kb)",7,27380213,27381206,994,1,"105375206","ENST00000781001.1",0,"ENSG00000301703","LOC105375206","uncharacterized LOC105375206"
"chr7",27386457,27400829,14373,"*",0.37752865924486,3.3684185933467,32.8277237729723,1.17508115647613e-07,0.000135757202810377,"Gained","Promoter (<=1kb)",7,27388005,27409130,21126,1,"105375207","ENST00000780837.1",0,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27401714,27407619,5906,"*",0.397047059582873,2.10728066112618,21.948508585913,9.3034460592617e-06,0.00276527979181163,"Gained","Exon (ENST00000780828.1/105375207, exon 3 of 4)",7,27388005,27410349,22345,1,"105375207","ENST00000780836.1",13709,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27407910,27416948,9039,"*",0.401464541231016,2.71828822701184,29.4952580802389,4.28119486011692e-07,0.000321336851239544,"Gained","Exon (ENST00000780828.1/105375207, exon 4 of 4)",7,27388005,27410349,22345,1,"105375207","ENST00000780836.1",19905,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27417519,27426667,9149,"*",0.262674000656924,2.77160233094333,12.5903448494304,0.000604019922898843,0.0421588018130394,"Gained","Exon (ENST00000760521.1/ENST00000760521.1, exon 1 of 2)",7,27388005,27410349,22345,1,"105375207","ENST00000780836.1",29514,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27430755,27437961,7207,"*",0.30793216952353,2.4775123428295,15.9968412634092,0.000125342722662941,0.0168164743837755,"Gained","Intron (ENST00000730929.1/ENST00000730929.1, intron 1 of 2)",7,27388005,27410349,22345,1,"105375207","ENST00000780836.1",42750,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27438586,27447449,8864,"*",0.471288213841352,2.49817930544203,33.9788334121086,7.58342434989992e-08,0.000101549520569141,"Gained","Intron (ENST00000730929.1/ENST00000730929.1, intron 1 of 2)",7,27388005,27410349,22345,1,"105375207","ENST00000780836.1",50581,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27447948,27452381,4434,"*",0.498046565668829,1.44418243996448,28.3768154411804,6.66483225301874e-07,0.000432220012721048,"Gained","Exon (ENST00000730929.1/ENST00000730929.1, exon 1 of 3)",7,27388005,27410349,22345,1,"105375207","ENST00000780836.1",59943,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27458844,27474578,15735,"*",0.407902980636982,3.46578152464108,38.0477040626021,1.66753532143806e-08,3.82798975263264e-05,"Gained","Exon (ENST00000423961.1/ENST00000423961.1, exon 1 of 1)",7,27388005,27410349,22345,1,"105375207","ENST00000780836.1",70839,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27476922,27483151,6230,"*",0.285715820596376,2.1566097207934,12.2022705832914,0.000725822346833654,0.0467810697716184,"Gained","Distal Intergenic",7,27388005,27410349,22345,1,"105375207","ENST00000780836.1",88917,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27483296,27502013,18718,"*",0.365317166220946,3.78783221437483,34.0635893697731,7.34395859781902e-08,0.000100674874494106,"Gained","Exon (ENST00000450406.1/ENST00000450406.1, exon 1 of 1)",7,27388005,27410349,22345,1,"105375207","ENST00000780836.1",95291,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",27507986,27516686,8701,"*",0.389153122600402,2.65997673203654,26.9607413062102,1.1748627307002e-06,0.000643937708965268,"Gained","Distal Intergenic",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-86333,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27517179,27525313,8135,"*",0.363709896151284,2.5765846654337,22.9425674630095,6.12173615445635e-06,0.00206270691268112,"Gained","Distal Intergenic",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-77706,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27525620,27532427,6808,"*",0.497181369280417,2.17576623431683,36.5061431336038,2.94233212112819e-08,5.23674805275858e-05,"Gained","3' UTR",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-70592,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27532455,27535491,3037,"*",0.527295316985899,0.999232662587056,23.5430888808471,4.76382452213168e-06,0.00176903022343806,"Gained","Intron (ENST00000265395.7/11112, intron 6 of 7)",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-67528,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27536555,27542116,5562,"*",0.389621046409965,1.801067891944,19.1342625916528,3.11543033453299e-05,0.006528590176199,"Gained","3' UTR",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-60903,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27542843,27543874,1032,"*",0.627431877096459,-0.588213564102123,13.5935122082863,0.000377448351607525,0.0321862217942555,"Gained","3' UTR",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-59145,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27544407,27549357,4951,"*",0.524379012644052,1.67659798095758,34.0376742242989,7.41651404336403e-08,0.000101199603733899,"Gained","Intron (ENST00000265395.7/11112, intron 4 of 7)",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-53662,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27549618,27555129,5512,"*",0.478848136532631,1.86990258929729,31.3404379887179,2.08276579278844e-07,0.000191745710572437,"Gained","Intron (ENST00000265395.7/11112, intron 4 of 7)",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-47890,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27556984,27561293,4310,"*",0.479068223719214,1.46952358235649,26.1109828651833,1.65693233507218e-06,0.000822699484493522,"Gained","Intron (ENST00000265395.7/11112, intron 4 of 7)",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-41726,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27564383,27565673,1291,"*",0.71153696066538,-0.21402505900163,23.5254799333239,4.79974262778898e-06,0.00178049802021114,"Gained","Intron (ENST00000265395.7/11112, intron 4 of 7)",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-37346,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27566855,27574158,7304,"*",0.576717963677981,2.15852250287148,46.0204015976885,9.85616905043792e-10,8.29612522630694e-06,"Gained","Intron (ENST00000265395.7/11112, intron 4 of 7)",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-28861,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27574815,27577500,2686,"*",0.520633706842999,0.782952678835828,21.3366281274517,1.2063188528466e-05,0.00332652303819061,"Gained","Intron (ENST00000265395.7/11112, intron 4 of 7)",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-25519,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27579603,27582310,2708,"*",0.48654275054684,0.85622326894094,19.3836812293527,2.79493056494663e-05,0.00603352652880033,"Gained","Intron (ENST00000265395.7/11112, intron 4 of 7)",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-20709,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27584390,27585605,1216,"*",0.839835985545021,-0.503147853035595,26.3888577412461,1.48094143691174e-06,0.000766320334617205,"Gained","Intron (ENST00000265395.7/11112, intron 4 of 7)",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-17414,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27586158,27593410,7253,"*",0.488510121829704,2.23481735571469,35.5238567989692,4.24103213407958e-08,6.7462904491131e-05,"Gained","Intron (ENST00000265395.7/11112, intron 4 of 7)",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-9609,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27594325,27597794,3470,"*",0.684767175170375,1.0776054864761,44.8188569860275,1.49298914308617e-09,1.0320044986492e-05,"Gained","Intron (ENST00000265395.7/11112, intron 4 of 7)",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-5225,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27597896,27598372,477,"*",0.861436210308295,-1.72501761700772,12.0946334916639,0.000764527973000724,0.0481414102663481,"Gained","Intron (ENST00000265395.7/11112, intron 4 of 7)",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-4647,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27599796,27600625,830,"*",0.831426189447799,-1.00586561176592,19.4184985048575,2.75474347753338e-05,0.00597828375484687,"Gained","Promoter (2-3kb)",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",-2394,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27601982,27603440,1459,"*",0.66223871242677,-0.12809811003901,20.0661810124308,2.0798425241585e-05,0.00491819457408402,"Gained","Promoter (<=1kb)",7,27603019,27627492,24474,1,"790953","ENST00000769466.1",0,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27606117,27609396,3280,"*",0.552219936817996,1.04021169621998,26.2794819248853,1.5474262985338e-06,0.000787121208503982,"Gained","Exon (ENST00000769468.1/ENST00000769468.1, exon 2 of 2)",7,27603024,27627496,24473,1,"790953","ENST00000769467.1",3093,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27610250,27612818,2569,"*",0.624454177446644,0.662191882191595,30.2880653572291,3.13699613786068e-07,0.000256119433868079,"Gained","Intron (ENST00000769466.1/790953, intron 1 of 2)",7,27617474,27627496,10023,1,"790953","ENST00000665298.1",-4656,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27617136,27620541,3406,"*",0.43762104385114,1.39561700115113,20.8172631564207,1.50578849761093e-05,0.00391703004527077,"Gained","Promoter (<=1kb)",7,27617474,27627496,10023,1,"790953","ENST00000665298.1",0,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27622682,27625883,3202,"*",0.521861657191478,1.01271688603313,24.3409201608894,3.42161720637607e-06,0.00140164189806776,"Gained","Intron (ENST00000769466.1/790953, intron 2 of 2)",7,27617474,27627496,10023,1,"790953","ENST00000665298.1",5208,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27626924,27628998,2075,"*",0.542719626290614,0.271218537092328,17.5752669855835,6.1837554928523e-05,0.010494928513414,"Gained","Exon (ENST00000769466.1/790953, exon 3 of 3)",7,27617474,27627496,10023,1,"790953","ENST00000665298.1",9450,NA,"TSL","testis-expressed, seven-twelve, leukemia"
"chr7",27634439,27637965,3527,"*",0.526070470829723,1.27431437998893,28.2751403470756,6.94005362042854e-07,0.000445276510414825,"Gained","Intron (ENST00000265395.7/11112, intron 2 of 7)",7,27531254,27647756,116503,2,"11112","ENST00000425715.1",9791,"ENSG00000106049","HIBADH","3-hydroxyisobutyrate dehydrogenase"
"chr7",27642898,27645347,2450,"*",0.522698347321796,0.814216755622837,23.3307809231331,5.20471407648992e-06,0.00186580595636601,"Gained","Promoter (2-3kb)",7,27531254,27647756,116503,2,"11112","ENST00000425715.1",2409,"ENSG00000106049","HIBADH","3-hydroxyisobutyrate dehydrogenase"
"chr7",27646065,27649649,3585,"*",0.421760682580946,1.19327988959386,16.6730360341299,9.24585160492405e-05,0.013676200632117,"Gained","Promoter (<=1kb)",7,27531254,27647756,116503,2,"11112","ENST00000425715.1",0,"ENSG00000106049","HIBADH","3-hydroxyisobutyrate dehydrogenase"
"chr7",27650905,27651528,624,"*",0.815293814600041,-1.0466379751308,19.5573359488431,2.59372898364391e-05,0.00578146442468956,"Gained","Intron (ENST00000265395.7/11112, intron 1 of 7)",7,27531254,27647756,116503,2,"11112","ENST00000425715.1",-3149,"ENSG00000106049","HIBADH","3-hydroxyisobutyrate dehydrogenase"
"chr7",27655145,27658310,3166,"*",0.48237257988731,0.808124933000271,16.4606237483297,0.000101707166964674,0.0145983439219186,"Gained","Intron (ENST00000265395.7/11112, intron 1 of 7)",7,27649224,27662857,13634,2,"11112","ENST00000496814.1",4547,"ENSG00000106049","HIBADH","3-hydroxyisobutyrate dehydrogenase"
"chr7",27658687,27670774,12088,"*",0.288674159089845,3.11781325376171,17.3808452896299,6.7409819810646e-05,0.0111307119659501,"Gained","Promoter (<=1kb)",7,27525442,27662883,137442,2,"11112","ENST00000265395.7",0,"ENSG00000106049","HIBADH","3-hydroxyisobutyrate dehydrogenase"
"chr7",27671252,27674158,2907,"*",0.424447233132645,1.02841734210535,15.9057586711823,0.000130613529378472,0.0172168821337302,"Gained","Distal Intergenic",7,27525442,27662883,137442,2,"11112","ENST00000265395.7",-8369,"ENSG00000106049","HIBADH","3-hydroxyisobutyrate dehydrogenase"
"chr7",27677087,27685753,8667,"*",0.367355997530964,2.59045055706934,22.890030412253,6.2580009442141e-06,0.00208711416018911,"Gained","Distal Intergenic",7,27525442,27662883,137442,2,"11112","ENST00000265395.7",-14204,"ENSG00000106049","HIBADH","3-hydroxyisobutyrate dehydrogenase"
"chr7",27687774,27690562,2789,"*",0.454007518048521,0.955916115552311,17.3705487415705,6.77204917687824e-05,0.011161157897941,"Gained","Exon (ENST00000806472.1/105375210, exon 3 of 3)",7,27525442,27662883,137442,2,"11112","ENST00000265395.7",-24891,"ENSG00000106049","HIBADH","3-hydroxyisobutyrate dehydrogenase"
"chr7",27690661,27695911,5251,"*",0.476116075817395,1.76620454602518,27.345789279819,1.00629583701097e-06,0.000576410573955842,"Gained","Exon (ENST00000806472.1/105375210, exon 2 of 3)",7,27525442,27662883,137442,2,"11112","ENST00000265395.7",-27778,"ENSG00000106049","HIBADH","3-hydroxyisobutyrate dehydrogenase"
"chr7",27697041,27700250,3210,"*",0.370309725176443,1.23207071366686,13.9881224408583,0.000314186068175141,0.0291603274332927,"Gained","Intron (ENST00000806472.1/105375210, intron 1 of 2)",7,27525442,27662883,137442,2,"11112","ENST00000265395.7",-34158,"ENSG00000106049","HIBADH","3-hydroxyisobutyrate dehydrogenase"
"chr7",27700668,27710810,10143,"*",0.469016531052357,2.74853308649182,42.6773996418563,3.1587590507721e-09,1.52267964085353e-05,"Gained","Intron (ENST00000806472.1/105375210, intron 1 of 2)",7,27739331,27765982,26652,1,"8887","ENST00000418691.5",-28521,"ENSG00000106052","TAX1BP1","Tax1 binding protein 1"
"chr7",27712173,27717010,4838,"*",0.373076462702138,1.90219032679213,18.8124697119116,3.58547689515627e-05,0.00723897751530232,"Gained","Intron (ENST00000806472.1/105375210, intron 1 of 2)",7,27739331,27765982,26652,1,"8887","ENST00000418691.5",-22321,"ENSG00000106052","TAX1BP1","Tax1 binding protein 1"
"chr7",27717691,27721882,4192,"*",0.502064430991719,1.52978664280781,30.0060167025754,3.50297937808059e-07,0.000279544080292959,"Gained","Intron (ENST00000806472.1/105375210, intron 1 of 2)",7,27739331,27765982,26652,1,"8887","ENST00000418691.5",-17449,"ENSG00000106052","TAX1BP1","Tax1 binding protein 1"
"chr7",27722315,27724044,1730,"*",0.547923610540166,0.287748413499726,18.3876272512935,4.31992153764858e-05,0.00828192679952604,"Gained","Exon (ENST00000806474.1/105375210, exon 3 of 3)",7,27739331,27765982,26652,1,"8887","ENST00000418691.5",-15287,"ENSG00000106052","TAX1BP1","Tax1 binding protein 1"
"chr7",27730630,27734795,4166,"*",0.450287229595796,1.58918474824323,22.9861735546722,6.01100946193497e-06,0.00204722937090768,"Gained","Exon (ENST00000806474.1/105375210, exon 2 of 3)",7,27739331,27765982,26652,1,"8887","ENST00000418691.5",-4536,"ENSG00000106052","TAX1BP1","Tax1 binding protein 1"
"chr7",27746222,27752841,6620,"*",0.581642049918013,1.98122649820715,46.0382174795376,9.79599960321004e-10,8.29612522630694e-06,"Gained","5' UTR",7,27733064,27740395,7332,2,"105375210","ENST00000441955.2",-5827,"ENSG00000229893","TAX1BP1-AS1","TAX1BP1 antisense RNA 1"
"chr7",27754595,27757496,2902,"*",0.643413134312806,0.846850364921274,35.7128549196626,3.95230470423746e-08,6.40929662225429e-05,"Gained","Intron (ENST00000418691.5/8887, intron 2 of 3)",7,27769678,27772539,2862,1,"8887","ENST00000494033.1",-12182,"ENSG00000106052","TAX1BP1","Tax1 binding protein 1"
"chr7",27757970,27763908,5939,"*",0.422808147851952,1.81315145384752,21.2151089009697,1.27039227190152e-05,0.00344410749039239,"Gained","5' UTR",7,27769678,27772539,2862,1,"8887","ENST00000494033.1",-5770,"ENSG00000106052","TAX1BP1","Tax1 binding protein 1"
"chr7",27774229,27776029,1801,"*",0.60576841520702,0.168292189565963,22.0761548258393,8.8153693222311e-06,0.00268206303611882,"Gained","Intron (ENST00000543117.5/8887, intron 5 of 16)",7,27769678,27772539,2862,1,"8887","ENST00000494033.1",4551,"ENSG00000106052","TAX1BP1","Tax1 binding protein 1"
"chr7",27778768,27780497,1730,"*",0.487606045046721,0.0954049263766558,12.5355467523881,0.000619880864082973,0.0427426414730526,"Gained","Intron (ENST00000543117.5/8887, intron 5 of 16)",7,27769678,27772539,2862,1,"8887","ENST00000494033.1",9090,"ENSG00000106052","TAX1BP1","Tax1 binding protein 1"
"chr7",27783364,27783995,632,"*",0.734460310027723,-0.990603708504846,14.9415120359195,0.000202629975935165,0.0224737680041814,"Gained","Intron (ENST00000543117.5/8887, intron 5 of 16)",7,27793138,27829022,35885,1,"8887","ENST00000457186.2",-9143,"ENSG00000106052","TAX1BP1","Tax1 binding protein 1"
"chr7",27786143,27789628,3486,"*",0.725505392859341,1.12650731450586,42.6397985756128,3.20116725211874e-09,1.52267964085353e-05,"Gained","3' UTR",7,27793138,27829022,35885,1,"8887","ENST00000457186.2",-3510,"ENSG00000106052","TAX1BP1","Tax1 binding protein 1"
"chr7",27791281,27797337,6057,"*",0.640285311459443,1.89252326587026,54.7880125056441,5.30853791723413e-11,1.44360380121265e-06,"Gained","Promoter (<=1kb)",7,27793138,27829022,35885,1,"8887","ENST00000457186.2",0,"ENSG00000106052","TAX1BP1","Tax1 binding protein 1"
"chr7",27798807,27800264,1458,"*",0.763570056941776,-0.341960288252353,23.102971471988,5.7256788774504e-06,0.00197864462181234,"Gained","3' UTR",7,27793138,27829022,35885,1,"8887","ENST00000457186.2",5669,"ENSG00000106052","TAX1BP1","Tax1 binding protein 1"
"chr7",27801611,27806360,4750,"*",0.467913222354962,1.61194627394399,25.9693689964308,1.75510293354582e-06,0.000857664144724006,"Gained","Exon (ENST00000409980.5/8887, exon 14 of 18)",7,27793138,27829022,35885,1,"8887","ENST00000457186.2",8473,"ENSG00000106052","TAX1BP1","Tax1 binding protein 1"
