"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr2",225735894,225736160,267,"*","Intron (ENST00000762654.1/105373914, intron 2 of 2)",2,225739198,225744143,4946,2,"105373914","ENST00000762677.1",7983,"ENSG00000299331","LOC105373914","uncharacterized LOC105373914"
"chr2",226118538,226118790,253,"*","Intron (ENST00000719962.1/ENST00000719962.1, intron 1 of 1)",2,226172426,226180078,7653,1,"646736","ENST00000720051.1",-53636,NA,"LOC646736","uncharacterized LOC646736"
"chr2",226427757,226428260,504,"*","Distal Intergenic",2,226658710,226658793,84,2,"100847053","ENST00000582265.1",230533,"ENSG00000263363","MIR5702","microRNA 5702"
"chr2",226583744,226584009,266,"*","Distal Intergenic",2,226658710,226658793,84,2,"100847053","ENST00000582265.1",74784,"ENSG00000263363","MIR5702","microRNA 5702"
"chr2",226652255,226652746,492,"*","Exon (ENST00000803139.1/ENST00000803139.1, exon 1 of 3)",2,226658710,226658793,84,2,"100847053","ENST00000582265.1",6047,"ENSG00000263363","MIR5702","microRNA 5702"
"chr2",227818196,227818600,405,"*","Promoter (2-3kb)",2,227815369,227817463,2095,1,"6364","ENST00000473642.1",2827,"ENSG00000115009","CCL20","C-C motif chemokine ligand 20"
"chr2",230793942,230794338,397,"*","Intron (ENST00000258418.10/51719, intron 4 of 8)",2,230790898,230799124,8227,1,"51719","ENST00000478152.1",3044,"ENSG00000135932","CAB39","calcium binding protein 39"
"chr2",234004232,234004555,324,"*","Intron (ENST00000324695.9/79054, intron 22 of 25)",2,234013225,234014687,1463,1,"79054","ENST00000466594.1",-8670,"ENSG00000144481","TRPM8","transient receptor potential cation channel subfamily M member 8"
"chr2",234258130,234258526,397,"*","Intron (ENST00000760713.1/105373933, intron 2 of 2)",2,234246010,234289919,43910,2,"105373933","ENST00000760713.1",31393,NA,"LOC105373933","uncharacterized LOC105373933"
"chr2",234502575,234503009,435,"*","Distal Intergenic",2,234493041,234497081,4041,2,"10123","ENST00000339728.6",-5494,"ENSG00000188042","ARL4C","ARF like GTPase 4C"
"chr2",234981339,234981550,212,"*","Promoter (<=1kb)",2,234981624,235041288,59665,1,"23677","ENST00000446904.5",-74,"ENSG00000130147","SH3BP4","SH3 domain binding protein 4"
"chr20",7195775,7196019,245,"*","Intron (ENST00000449581.2/101929265, intron 3 of 7)",20,7146467,7155932,9466,2,"101929265","ENST00000828086.1",-39843,"ENSG00000228888","LINC01428","long intergenic non-protein coding RNA 1428"
"chr20",10309458,10309683,226,"*","Exon (ENST00000688853.1/ENST00000688853.1, exon 1 of 1)",20,10296230,10307418,11189,1,"6616","ENST00000495883.1",13228,"ENSG00000132639","SNAP25","synaptosome associated protein 25"
"chr20",10511489,10511817,329,"*","Intron (ENST00000334534.10/128710, intron 2 of 7)",20,10435305,10628030,192726,1,"128710","ENST00000334534.10",76184,"ENSG00000149346","SLX4IP","SLX4 interacting protein"
"chr20",10848956,10849393,438,"*","Intron (ENST00000667822.1/ENST00000667822.1, intron 1 of 1)",20,10889949,10896321,6373,2,"101929413","ENST00000653164.1",46928,"ENSG00000232900","LOC101929413","uncharacterized LOC101929413"
"chr20",10982740,10982947,208,"*","Intron (ENST00000605292.5/ENST00000605292.5, intron 4 of 4)",20,10986593,11029449,42857,1,"728434","ENST00000716707.1",-3646,NA,"LINC02871","long intergenic non-protein coding RNA 2871"
"chr20",11207822,11208023,202,"*","Intron (ENST00000844941.1/105372527, intron 2 of 2)",20,11232367,11271747,39381,1,"124904960","ENST00000749071.1",-24344,NA,"LOC124904960","uncharacterized LOC124904960"
"chr20",11901145,11901446,302,"*","Intron (ENST00000254977.7/22903, intron 1 of 4)",20,11892493,11926590,34098,1,"22903","ENST00000618918.4",8652,"ENSG00000132640","BTBD3","BTB domain containing 3"
"chr20",14963275,14963490,216,"*","Intron (ENST00000217246.8/140733, intron 5 of 16)",20,14884250,14929535,45286,2,"100379174","ENST00000738173.1",-33740,"ENSG00000235914","MACROD2-AS1","MACROD2 antisense RNA 1"
"chr20",19815568,19815809,242,"*","Intron (ENST00000432334.2/54453, intron 3 of 3)",20,19799573,19809675,10103,1,"54453","ENST00000426012.1",15995,"ENSG00000132669","RIN2","Ras and Rab interactor 2"
"chr20",20860294,20860524,231,"*","Distal Intergenic",20,20970123,20972566,2444,1,"128193295","ENST00000432942.2",-109599,NA,"LINC03083","long intergenic non-protein coding RNA 3083"
"chr20",25177877,25178146,270,"*","Intron (ENST00000830986.1/284798, intron 1 of 4)",20,25184658,25187849,3192,2,"101926889","ENST00000665377.1",9703,NA,"LOC101926889","uncharacterized LOC101926889"
"chr20",31313345,31313632,288,"*","Distal Intergenic",20,31303212,31308585,5374,2,"245930","ENST00000400549.1",-4760,"ENSG00000215545","DEFB116","defensin beta 116"
"chr20",37294974,37295187,214,"*","Promoter (1-2kb)",20,37296896,37317260,20365,1,"63905","ENST00000373605.7",-1709,"ENSG00000101363","MANBAL","mannosidase beta like"
"chr20",37822111,37822312,202,"*","Intron (ENST00000361383.11/56259, intron 11 of 15)",20,37842254,37872129,29876,1,"56259","ENST00000472237.5",-19942,"ENSG00000132792","CTNNBL1","catenin beta like 1"
"chr20",43379695,43379943,249,"*","Distal Intergenic",20,43304555,43304679,125,1,"124900461","ENST00000516384.1",75140,"ENSG00000252193","LOC124900461","small Cajal body-specific RNA 15"
"chr20",45104909,45105147,239,"*","Distal Intergenic",20,45091214,45101127,9914,2,"3787","ENST00000537075.3",-3782,"ENSG00000124134","KCNS1","potassium voltage-gated channel modifier subfamily S member 1"
"chr20",45158183,45158499,317,"*","Distal Intergenic",20,45174902,45176544,1643,1,"5266","ENST00000243924.4",-16403,"ENSG00000124102","PI3","peptidase inhibitor 3"
"chr20",47792025,47792421,397,"*","Distal Intergenic",20,47795706,47799871,4166,1,"107985401","ENST00000753201.1",-3285,NA,"LOC107985401","uncharacterized LOC107985401"
"chr20",49700565,49700767,203,"*","Intron (ENST00000371711.4/9334, intron 1 of 8)",20,49632945,49713878,80934,2,"9334","ENST00000371711.4",13111,"ENSG00000158470","B4GALT5","beta-1,4-galactosyltransferase 5"
"chr20",52494294,52494636,343,"*","Intron (ENST00000765395.1/105372666, intron 3 of 3)",20,52490939,52610544,119606,1,"105372666","ENST00000765422.1",3355,NA,"LOC105372666","uncharacterized LOC105372666"
"chr20",52923248,52923455,208,"*","Distal Intergenic",20,52840936,52895216,54281,2,"105372668","ENST00000652426.2",-28032,"ENSG00000286250","LOC105372668","uncharacterized LOC105372668"
"chr20",53735618,53735828,211,"*","Promoter (<=1kb)",20,53736307,53740920,4614,1,"124904933","ENST00000716923.1",-479,NA,"LOC124904933","uncharacterized LOC124904933"
"chr20",53940010,53940236,227,"*","Promoter (<=1kb)",20,53940149,53941582,1434,1,"124904936","ENST00000834800.1",0,NA,"BCAS1-AS1","BCAS1 antisense RNA 1"
"chr20",54257171,54257464,294,"*","Intron (ENST00000650710.1/ENST00000650710.1, intron 1 of 2)",20,54208428,54214410,5983,1,"5203","ENST00000474326.1",48743,"ENSG00000101132","PFDN4","prefoldin subunit 4"
"chr20",54267487,54267729,243,"*","Intron (ENST00000650710.1/ENST00000650710.1, intron 2 of 2)",20,54208428,54214410,5983,1,"5203","ENST00000474326.1",59059,"ENSG00000101132","PFDN4","prefoldin subunit 4"
"chr20",55161051,55161262,212,"*","Distal Intergenic",20,55408898,55426642,17745,1,"102723578","ENST00000627529.2",-247636,NA,"LINC01440","long intergenic non-protein coding RNA 1440"
"chr20",56111817,56112366,550,"*","Distal Intergenic",20,55997357,56005519,8163,2,"140689","ENST00000064571.3",-106298,"ENSG00000054803","CBLN4","cerebellin 4 precursor"
"chr20",58907816,58908104,289,"*","Promoter (<=1kb)",20,58907981,58911030,3050,1,"2778","ENST00000656419.1",0,"ENSG00000087460","GNAS","GNAS complex locus"
"chr20",60249491,60249730,240,"*","Exon (ENST00000660044.1/284757, exon 4 of 4)",20,60255670,60284588,28919,1,"105372698","ENST00000839641.1",-5940,NA,"LOC105372698","uncharacterized LOC105372698"
"chr21",14901523,14901854,332,"*","Exon (ENST00000794755.1/ENST00000794755.1, exon 1 of 4)",21,14836436,14917144,80709,2,"107987295","ENST00000715455.1",15290,"ENSG00000281903","ASMER1","adipocyte associated metabolic related lncRNA 1"
"chr21",15415457,15416170,714,"*","Intron (ENST00000828213.1/101927745, intron 1 of 6)",21,15370534,15403870,33337,2,"101927745","ENST00000449602.2",-11587,"ENSG00000229425","LOC101927745","uncharacterized LOC101927745"
"chr21",27275335,27275541,207,"*","Distal Intergenic",21,27358885,27448579,89695,2,"105372762","ENST00000420186.2",173038,NA,"LOC105372762","uncharacterized LOC105372762"
"chr21",27694787,27694997,211,"*","Distal Intergenic",21,27722327,27751233,28907,1,"54088","ENST00000411460.6",-27330,"ENSG00000225298","LINC00113","long intergenic non-protein coding RNA 113"
"chr21",28069524,28069774,251,"*","Intron (ENST00000426534.2/284825, intron 1 of 4)",21,28087133,28103432,16300,1,"284825","ENST00000657256.1",-17359,"ENSG00000232079","LINC01697","long intergenic non-protein coding RNA 1697"
"chr21",29564675,29564956,282,"*","Intron (ENST00000422809.5/571, intron 2 of 4)",21,29561595,29577335,15741,1,"105372768","ENST00000743232.1",3080,"ENSG00000296862","LOC105372768","uncharacterized LOC105372768"
"chr21",29849822,29850033,212,"*","Intron (ENST00000389125.7/2897, intron 1 of 15)",21,29760394,29764002,3609,1,"642976","ENST00000413131.1",89428,NA,"GRIK1-AS1","GRIK1 antisense RNA 1"
"chr21",30227643,30228040,398,"*","Distal Intergenic",21,30214006,30216097,2092,2,"9073","ENST00000399899.2",-11546,"ENSG00000156284","CLDN8","claudin 8"
"chr21",30713796,30714742,947,"*","Intron (ENST00000731715.1/105372773, intron 1 of 2)",21,30718525,30718777,253,2,"100288323","ENST00000444335.1",4035,"ENSG00000231068","KRTAP21-3","keratin associated protein 21-3"
"chr21",34771621,34771874,254,"*","Intron (ENST00000420877.3/100506385, intron 1 of 2)",21,34779948,34782884,2937,1,"100506385","ENST00000652751.1",-8074,"ENSG00000234380","LINC01426","long intergenic non-protein coding RNA 1426"
"chr21",35256624,35256836,213,"*","Intron (ENST00000475045.6/101928269, intron 9 of 12)",21,34787801,35049344,261544,2,"861","ENST00000300305.7",-207280,"ENSG00000159216","RUNX1","RUNX family transcription factor 1"
"chr21",45228245,45228738,494,"*","Distal Intergenic",21,45234308,45264547,30240,1,"114042","ENST00000660971.1",-5570,"ENSG00000182586","LINC00334","long intergenic non-protein coding RNA 334"
"chr22",17706571,17706810,240,"*","Promoter (<=1kb)",22,17706710,17727670,20961,1,"23786","ENST00000485631.1",0,"ENSG00000099968","BCL2L13","BCL2 like 13"
"chr22",22995252,22995549,298,"*","Intron (ENST00000420944.1/ENST00000420944.1, intron 2 of 2)",22,23070519,23125032,54514,1,"2781","ENST00000615612.2",-74970,"ENSG00000128266","GNAZ","G protein subunit alpha z"
"chr22",24474296,24474531,236,"*","Intron (ENST00000326341.8/646023, intron 2 of 6)",22,24494107,24526668,32562,1,"51733","ENST00000415388.5",-19576,"ENSG00000100024","UPB1","beta-ureidopropionase 1"
"chr22",24968144,24968354,211,"*","Intron (ENST00000358431.8/85379, intron 1 of 12)",22,24952730,25194457,241728,1,"85379","ENST00000406486.8",15414,"ENSG00000197077","KIAA1671","KIAA1671"
"chr22",26416889,26417146,258,"*","Distal Intergenic",22,26429260,26445015,15756,1,"57168","ENST00000215906.6",-12114,"ENSG00000128203","ASPHD2","aspartate beta-hydroxylase domain containing 2"
"chr22",27457218,27457493,276,"*","Exon (ENST00000794108.1/ENST00000794108.1, exon 3 of 3)",22,27436292,27441778,5487,1,"105372980","ENST00000654206.2",20926,"ENSG00000287034","LOC105372980","uncharacterized LOC105372980"
"chr22",28142735,28143105,371,"*","Intron (ENST00000612946.4/23331, intron 4 of 20)",22,28028815,28094135,65321,2,"23331","ENST00000442232.1",-48600,"ENSG00000100154","TTC28","tetratricopeptide repeat domain 28"
"chr22",29821440,29821644,205,"*","Intron (ENST00000542393.5/84164, intron 4 of 18)",22,29822352,29825358,3007,2,"84164","ENST00000463203.1",3714,"ENSG00000100325","ASCC2","activating signal cointegrator 1 complex subunit 2"
"chr22",32079175,32079396,222,"*","Intron (ENST00000266088.9/6523, intron 5 of 14)",22,32083051,32086326,3276,1,"6523","ENST00000486394.1",-3655,"ENSG00000100170","SLC5A1","solute carrier family 5 member 1"
"chr22",33438212,33438722,511,"*","Promoter (<=1kb)",22,33273077,33438567,165491,2,"9215","ENST00000674816.1",0,"ENSG00000133424","LARGE1","LARGE xylosyl- and glucuronyltransferase 1"
"chr22",34429377,34429648,272,"*","Distal Intergenic",22,34349633,34363204,13572,2,"105373012","ENST00000739819.1",-66173,NA,"LOC105373012","uncharacterized LOC105373012"
"chr22",35219040,35219261,222,"*","Intron (ENST00000798716.1/104310353, intron 1 of 3)",22,35181436,35231055,49620,2,"104310353","ENST00000798717.1",11794,"ENSG00000293220","LINC01399","long intergenic non-protein coding RNA 1399"
"chr22",40183332,40183533,202,"*","Intron (ENST00000301923.13/23112, intron 4 of 23)",22,40177942,40335808,157867,1,"23112","ENST00000335727.13",5390,"ENSG00000100354","TNRC6B","trinucleotide repeat containing adaptor 6B"
"chr22",42615287,42615627,341,"*","Promoter (<=1kb)",22,42615244,42615393,150,1,"267010","ENST00000362512.1",43,"ENSG00000276027","RNU12","RNA, U12 small nuclear"
"chr3",9422781,9423067,287,"*","Promoter (<=1kb)",3,9423108,9430831,7724,1,"55209","ENST00000468208.2",-41,"ENSG00000168137","SETD5","SET domain containing 5"
"chr3",12227852,12228062,211,"*","Intron (ENST00000690965.2/ENST00000690965.2, intron 2 of 3)",3,12287368,12434344,146977,1,"5468","ENST00000397010.7",-59306,"ENSG00000132170","PPARG","peroxisome proliferator activated receptor gamma"
"chr3",14289701,14289961,261,"*","Intron (ENST00000816248.1/ENST00000816248.1, intron 1 of 1)",3,14348451,14352568,4118,2,"101927565","ENST00000502417.1",62607,"ENSG00000251576","LINC01267","long intergenic non-protein coding RNA 1267"
"chr3",15797877,15798189,313,"*","Promoter (<=1kb)",3,15667236,15797979,130744,2,"23243","ENST00000683139.1",0,"ENSG00000206560","ANKRD28","ankyrin repeat domain 28"
"chr3",17605015,17605246,232,"*","Intron (ENST00000253692.11/9779, intron 2 of 21)",3,17508474,17623913,115440,2,"9779","ENST00000486224.5",18667,"ENSG00000131374","TBC1D5","TBC1 domain family member 5"
"chr3",19889172,19889511,340,"*","Intron (ENST00000295824.14/151651, intron 9 of 12)",3,19884362,19898824,14463,2,"151651","ENST00000467602.5",9313,"ENSG00000163576","EFHB","EF-hand domain family member B"
"chr3",20054698,20054957,260,"*","Intron (ENST00000263754.5/8850, intron 1 of 17)",3,20040698,20101113,60416,1,"8850","ENST00000426228.1",14000,"ENSG00000114166","KAT2B","lysine acetyltransferase 2B"
"chr3",24220860,24221070,211,"*","Intron (ENST00000806993.1/101927854, intron 3 of 3)",3,24122838,24165595,42758,2,"7068","ENST00000280696.9",-55265,"ENSG00000151090","THRB","thyroid hormone receptor beta"
"chr3",27431250,27431483,234,"*","Exon (ENST00000295736.9/9497, exon 7 of 25)",3,27421672,27424502,2831,2,"9497","ENST00000491211.1",-6748,"ENSG00000033867","SLC4A7","solute carrier family 4 member 7"
"chr3",30496530,30496894,365,"*","Intron (ENST00000813769.1/105377013, intron 2 of 5)",3,30518624,30527195,8572,1,"101928015","ENST00000657930.2",-21730,"ENSG00000227260","LINC01985","long intergenic non-protein coding RNA 1985"
"chr3",30611915,30612178,264,"*","Promoter (2-3kb)",3,30614564,30650457,35894,1,"7048","ENST00000673250.1",-2386,"ENSG00000163513","TGFBR2","transforming growth factor beta receptor 2"
"chr3",30770385,30770646,262,"*","Intron (ENST00000282538.10/339896, intron 14 of 14)",3,30728108,30779073,50966,2,"339896","ENST00000498387.1",8427,"ENSG00000144644","GADL1","glutamate decarboxylase like 1"
"chr3",31377171,31377435,265,"*","Distal Intergenic",3,31254764,31289004,34241,2,"124909359","ENST00000745801.1",-88167,NA,"LOC124909359","uncharacterized LOC124909359"
"chr3",36677404,36677720,317,"*","Distal Intergenic",3,36718093,36729795,11703,2,"85443","ENST00000498047.1",52075,"ENSG00000163673","DCLK3","doublecortin like kinase 3"
"chr3",38916711,38916955,245,"*","Intron (ENST00000302328.9/11280, intron 11 of 29)",3,38846694,38950362,103669,2,"11280","ENST00000456224.7",33407,"ENSG00000168356","SCN11A","sodium voltage-gated channel alpha subunit 11"
"chr3",39639460,39639728,269,"*","Distal Intergenic",3,39502215,39524556,22342,1,"4336","ENST00000479860.1",137245,"ENSG00000168314","MOBP","myelin associated oligodendrocyte basic protein"
"chr3",40800441,40800792,352,"*","Intron (ENST00000412811.2/105377043, intron 2 of 2)",3,40766171,40862846,96676,1,"105377043","ENST00000412811.2",34270,"ENSG00000231873","LOC105377043","uncharacterized LOC105377043"
"chr3",40847617,40847822,206,"*","Intron (ENST00000412811.2/105377043, intron 2 of 2)",3,40869548,40875980,6433,1,"124906230","ENST00000659692.1",-21726,NA,"LOC124906230","uncharacterized LOC124906230"
"chr3",41681367,41681735,369,"*","Exon (ENST00000301831.9/54986, exon 29 of 37)",3,41800133,41854911,54779,2,"54986","ENST00000460406.1",173176,"ENSG00000168038","ULK4","unc-51 like kinase 4"
"chr3",46127402,46127782,381,"*","Distal Intergenic",3,46130890,46190381,59492,1,"105377067","ENST00000684109.1",-3108,NA,"LOC105377067","uncharacterized LOC105377067"
"chr3",50671363,50671675,313,"*","Promoter (<=1kb)",3,50670692,50671730,1039,1,"107986085","ENST00000609204.1",671,NA,"LINC02019","long intergenic non-protein coding RNA 2019"
"chr3",58683467,58683668,202,"*","Distal Intergenic",3,58637152,58666834,29683,2,"131177","ENST00000489857.5",-16633,"ENSG00000198643","FAM3D","FAM3 metabolism regulating signaling molecule D"
"chr3",98981024,98981426,403,"*","Promoter (<=1kb)",3,98981046,98998847,17802,1,"105374003","ENST00000755856.1",0,"ENSG00000240476","LINC00973","long intergenic non-protein coding RNA 973"
"chr3",99129185,99129552,368,"*","Intron (ENST00000474798.2/124909399, intron 6 of 10)",3,99249486,99316259,66774,1,"124909399","ENST00000749131.1",-119934,NA,"LOC124909399","uncharacterized LOC124909399"
"chr3",99929743,99929989,247,"*","Exon (ENST00000477258.2/11259, exon 3 of 6)",3,99964314,99964398,85,2,"100500859","ENST00000577308.1",34409,"ENSG00000264897","MIR3921","microRNA 3921"
"chr3",100002789,100003381,593,"*","Intron (ENST00000463526.1/84319, intron 1 of 3)",3,99964314,99964398,85,2,"100500859","ENST00000577308.1",-38391,"ENSG00000264897","MIR3921","microRNA 3921"
"chr3",101066010,101066211,202,"*","Distal Intergenic",3,100749335,100993515,244181,2,"25890","ENST00000284322.10",-72495,"ENSG00000154175","ABI3BP","ABI family member 3 binding protein"
"chr3",101780727,101780960,234,"*","Promoter (<=1kb)",3,101781160,101824094,42935,1,"91775","ENST00000704551.1",-200,"ENSG00000144815","NXPE3","neurexophilin and PC-esterase domain family member 3"
"chr3",101950625,101950891,267,"*","Intron (ENST00000772039.1/152225, intron 3 of 3)",3,101960358,101997926,37569,1,"152225","ENST00000483840.1",-9467,"ENSG00000214407","RDUR","RIG-I dependent antiviral response regulator RNA"
"chr3",102980096,102980576,481,"*","Distal Intergenic",3,102899864,102926074,26211,2,"105374018","ENST00000840971.1",-54022,NA,"LOC105374018","uncharacterized LOC105374018"
"chr3",104437203,104437441,239,"*","Exon (ENST00000749946.1/ENST00000749946.1, exon 1 of 2)",3,104357675,104367170,9496,2,"105374020","ENST00000727202.1",-70033,NA,"LOC105374020","uncharacterized LOC105374020"
"chr3",104628216,104628452,237,"*","Distal Intergenic",3,104394996,104523292,128297,2,"105374021","ENST00000749799.1",-104924,NA,"LOC105374021","uncharacterized LOC105374021"
"chr3",105828036,105828256,221,"*","Intron (ENST00000394030.8/868, intron 3 of 18)",3,105762122,105853646,91525,2,"868","ENST00000643403.1",25390,"ENSG00000114423","CBLB","Cbl proto-oncogene B"
"chr3",105997905,105998164,260,"*","Promoter (<=1kb)",3,105998475,106003830,5356,1,"124909403","ENST00000842921.1",-311,NA,"LOC124909403","uncharacterized LOC124909403"
"chr3",106332944,106333194,251,"*","Distal Intergenic",3,106299259,106301059,1801,2,"107986112","ENST00000792395.1",-31885,NA,"LOC107986112","uncharacterized LOC107986112"
"chr3",107069053,107069308,256,"*","Intron (ENST00000660862.1/100302640, intron 2 of 9)",3,107109761,107121308,11548,2,"100302640","ENST00000654920.1",52000,NA,"LINC00882","long intergenic non-protein coding RNA 882"
"chr3",107124925,107125204,280,"*","Intron (ENST00000660862.1/100302640, intron 2 of 9)",3,107109761,107121308,11548,2,"100302640","ENST00000654920.1",-3617,NA,"LINC00882","long intergenic non-protein coding RNA 882"
"chr3",107207957,107208349,393,"*","Promoter (1-2kb)",3,106877858,107209499,331642,2,"124906264","ENST00000659605.1",1150,NA,"LOC124906264","uncharacterized LOC124906264"
"chr3",107216321,107217194,874,"*","Intron (ENST00000660862.1/100302640, intron 1 of 9)",3,107220744,107292018,71275,1,"344595","ENST00000663366.1",-3550,"ENSG00000243701","DUBR","DPPA2 upstream binding RNA"
"chr3",107987229,107987528,300,"*","Exon (ENST00000773022.1/ENST00000773022.1, exon 1 of 3)",3,108033831,108035892,2062,2,"124906265","ENST00000849538.1",48364,NA,"LOC124906265","uncharacterized LOC124906265"
"chr3",109702335,109702545,211,"*","Intron (ENST00000663929.1/401082, intron 5 of 5)",3,109648107,109810861,162755,1,"124906267","ENST00000485384.1",54228,NA,"LOC124906267","uncharacterized LOC124906267"
"chr3",110343472,110343787,316,"*","Distal Intergenic",3,110440068,110471657,31590,1,"105374036","ENST00000804404.1",-96281,NA,"LOC105374036","uncharacterized LOC105374036"
"chr3",111594317,111594547,231,"*","Promoter (<=1kb)",3,111592900,111595346,2447,2,"79413","ENST00000317012.5",799,"ENSG00000177494","ZBED2","zinc finger BED-type containing 2"
"chr3",111690340,111690591,252,"*","Promoter (<=1kb)",3,111691348,111708251,16904,1,"257068","ENST00000468174.1",-757,"ENSG00000240891","PLCXD2","phosphatidylinositol specific phospholipase C X domain containing 2"
"chr3",111737728,111738068,341,"*","Intron (ENST00000393934.7/257068, intron 3 of 3)",3,111732497,111976267,243771,1,"90102","ENST00000393923.7",5231,"ENSG00000144824","PHLDB2","pleckstrin homology like domain family B member 2"
"chr3",111739324,111739673,350,"*","Intron (ENST00000393934.7/257068, intron 3 of 3)",3,111732497,111976267,243771,1,"90102","ENST00000393923.7",6827,"ENSG00000144824","PHLDB2","pleckstrin homology like domain family B member 2"
"chr3",111768823,111769095,273,"*","Intron (ENST00000393934.7/257068, intron 3 of 3)",3,111732497,111976267,243771,1,"90102","ENST00000393923.7",36326,"ENSG00000144824","PHLDB2","pleckstrin homology like domain family B member 2"
"chr3",111803168,111803558,391,"*","Intron (ENST00000393934.7/257068, intron 3 of 3)",3,111859180,111976515,117336,1,"90102","ENST00000412622.5",-55622,"ENSG00000144824","PHLDB2","pleckstrin homology like domain family B member 2"
"chr3",112097489,112097744,256,"*","Intron (ENST00000431717.6/79669, intron 2 of 3)",3,112086438,112109828,23391,1,"79669","ENST00000497610.1",11051,"ENSG00000114529","C3orf52","chromosome 3 open reading frame 52"
"chr3",112391190,112391821,632,"*","Intron (ENST00000793787.1/105374041, intron 1 of 4)",3,112400785,112415909,15125,1,"124909408","ENST00000793734.1",-8964,"ENSG00000303327","LOC124909408","uncharacterized LOC124909408"
"chr3",112629623,112629949,327,"*","Intron (ENST00000206423.8/151887, intron 3 of 7)",3,112605600,112638097,32498,2,"151887","ENST00000461431.1",8148,"ENSG00000091986","CCDC80","coiled-coil domain containing 80"
"chr3",112647177,112647514,338,"*","Promoter (1-2kb)",3,112640721,112649447,8727,2,"151887","ENST00000473959.5",1933,"ENSG00000091986","CCDC80","coiled-coil domain containing 80"
"chr3",113097999,113098602,604,"*","Intron (ENST00000784411.1/102723430, intron 2 of 2)",3,113090999,113104416,13418,2,"130932198","ENST00000784523.1",5814,"ENSG00000241219","LOLI1","lncRNA oncogene in liver cancer 1"
"chr3",113231805,113232008,204,"*","Intron (ENST00000464546.5/91653, intron 2 of 3)",3,113216351,113251592,35242,1,"91653","ENST00000484034.1",15454,"ENSG00000144857","BOC","BOC cell adhesion associated, oncogene regulated"
"chr3",114144960,114145221,262,"*","Intron (ENST00000383673.5/1814, intron 4 of 6)",3,114128710,114178698,49989,2,"1814","ENST00000467632.5",33477,"ENSG00000151577","DRD3","dopamine receptor D3"
"chr3",114380143,114380510,368,"*","5' UTR",3,114387669,114388978,1310,1,"100131117","ENST00000487814.1",-7159,"ENSG00000241560","ZBTB20-AS1","ZBTB20 antisense RNA 1"
"chr3",114442281,114442616,336,"*","Promoter (2-3kb)",3,114445521,114519141,73621,1,"101929754","ENST00000628886.1",-2905,"ENSG00000242290","ZBTB20-AS5","ZBTB20 antisense RNA 5"
"chr3",114624966,114625226,261,"*","Promoter (<=1kb)",3,114338699,114625024,286326,2,"26137","ENST00000676079.1",0,"ENSG00000181722","ZBTB20","zinc finger and BTB domain containing 20"
"chr3",115245463,115245791,329,"*","Intron (ENST00000842466.1/ENST00000842466.1, intron 4 of 4)",3,114347137,115147292,800156,2,"26137","ENST00000704360.1",-98171,"ENSG00000181722","ZBTB20","zinc finger and BTB domain containing 20"
"chr3",115341226,115341466,241,"*","Intron (ENST00000653398.1/ENST00000653398.1, intron 6 of 6)",3,114347137,115147292,800156,2,"26137","ENST00000704360.1",-193934,"ENSG00000181722","ZBTB20","zinc finger and BTB domain containing 20"
"chr3",115436892,115437109,218,"*","Exon (ENST00000657664.1/ENST00000657664.1, exon 2 of 2)",3,115623510,115721483,97974,1,"2596","ENST00000305124.11",-186401,"ENSG00000172020","GAP43","growth associated protein 43"
"chr3",115518497,115518856,360,"*","Exon (ENST00000737296.1/ENST00000737296.1, exon 1 of 2)",3,115623510,115721483,97974,1,"2596","ENST00000305124.11",-104654,"ENSG00000172020","GAP43","growth associated protein 43"
"chr3",115790777,115791058,282,"*","Promoter (<=1kb)",3,115790989,115977940,186952,1,"107986116","ENST00000750388.1",0,NA,"LOC107986116","uncharacterized LOC107986116"
"chr3",116059678,116059994,317,"*","Intron (ENST00000750785.1/124906269, intron 1 of 1)",3,115841887,116051252,209366,2,"4045","ENST00000498645.1",-8426,"ENSG00000185565","LSAMP","limbic system associated membrane protein"
"chr3",120894374,120894623,250,"*","Intron (ENST00000720439.1/101926983, intron 1 of 2)",3,120864458,120907787,43330,2,"105374069","ENST00000720451.1",13164,"ENSG00000243593","LOC105374069","uncharacterized LOC105374069"
"chr3",122533885,122534157,273,"*","3' UTR",3,122527961,122546003,18043,2,"83666","ENST00000489652.1",11846,"ENSG00000138496","PARP9","poly(ADP-ribose) polymerase family member 9"
"chr3",124016514,124016744,231,"*","Intron (ENST00000801819.1/ENST00000801819.1, intron 1 of 1)",3,124033369,124726325,692957,1,"8997","ENST00000682506.1",-16625,"ENSG00000160145","KALRN","kalirin RhoGEF kinase"
"chr3",126621323,126621534,212,"*","Intron (ENST00000524230.9/114112, intron 12 of 15)",3,126607489,126609245,1757,2,"114112","ENST00000518740.5",-12078,"ENSG00000197763","TXNRD3","thioredoxin reductase 3"
"chr3",140529278,140529491,214,"*","Intron (ENST00000458420.7/64084, intron 8 of 16)",3,140505611,140508789,3179,2,"101927808","ENST00000513309.1",-20489,"ENSG00000250433","CLSTN2-AS1","CLSTN2 antisense RNA 1"
