"Regiao","chr","start","end","XPC_WT","STAT1_WT","STAT2_WT","IRF9_WT","ELK1_WT","occupancy_score","SYMBOL","annotation","distanceToTSS","max_signalValue"
"region_20956","chr4",150714589,150715289,0,1,1,1,0,3,"LRBA","Intron (ENST00000651943.2/987, intron 36 of 56)",20074,60.3207
"region_20984","chr4",152485423,152486535,0,1,1,1,0,3,"MIR3140","Promoter (2-3kb)",2881,64.1029
"region_21040","chr4",153518494,153519500,0,1,1,1,0,3,"TMEM131L","Intron (ENST00000409663.7/23240, intron 3 of 34)",-34681,38.0463
"region_21139","chr4",158799872,158800429,0,1,1,1,0,3,"FNIP2","Intron (ENST00000264433.11/57600, intron 1 of 16)",4018,26.8457
"region_21199","chr4",162683929,162684745,0,1,1,1,0,3,"LOC105377516","Intron (ENST00000728461.1/105377516, intron 2 of 2)",55262,27.9713
"region_21229","chr4",168318085,168320026,0,1,1,1,0,3,"DDX60","Promoter (<=1kb)",0,165.559
"region_21234","chr4",168479511,168481726,0,1,1,1,0,3,"DDX60L","Promoter (<=1kb)",0,154.245
"region_21332","chr4",174497080,174497762,0,1,1,1,0,3,"HPGD","Promoter (1-2kb)",-1251,21.5871
"region_21371","chr4",178413810,178414576,0,1,1,1,0,3,"LOC124900186","Distal Intergenic",271380,53.4538
"region_21434","chr4",184474276,184475782,0,1,1,1,0,3,"IRF2-DT","Promoter (<=1kb)",0,155.924
"region_21474","chr4",185503803,185505127,0,1,1,1,0,3,"PDLIM3","Promoter (1-2kb)",1960,34.7292
"region_21548","chr5",5422052,5422624,0,1,1,1,0,3,"ICE1-DT","Promoter (<=1kb)",0,20.4235
"region_21549","chr5",5523046,5523595,0,1,1,1,0,3,"ICE1","Distal Intergenic",100304,20.4209
"region_21557","chr5",6632722,6633402,0,1,1,1,0,3,"NSUN2","Promoter (<=1kb)",0,10.9242
"region_21591","chr5",10627368,10628194,0,1,1,1,0,3,"ANKRD33B","Exon (ENST00000506304.1/ENST00000506304.1, exon 1 of 2)",63038,33.5977
"region_21601","chr5",10962114,10962500,0,1,1,1,0,3,"CTNND2","Distal Intergenic",55560,20.0452
"region_21691","chr5",15008445,15009869,0,1,1,1,0,3,"LOC107986376","Distal Intergenic",37502,55.9693
"region_21875","chr5",34486216,34488143,0,1,1,1,0,3,"LOC105374721","Distal Intergenic",-97594,46.3175
"region_21891","chr5",34686801,34687268,1,1,1,0,0,3,"RAI14","Promoter (<=1kb)",0,16.5365
"region_21903","chr5",34838800,34839650,0,1,1,0,1,3,"TTC23L-AS1","Promoter (<=1kb)",0,16.763
"region_21940","chr5",35478825,35480121,0,1,1,1,0,3,"LOC124901220","Intron (ENST00000824642.1/ENST00000824642.1, intron 1 of 2)",49761,57.7262
"region_21992","chr5",36657527,36658219,1,1,1,0,0,3,"SLC1A3","Intron (ENST00000680318.1/6507, intron 3 of 9)",-9498,14.472
"region_21994","chr5",36667605,36668397,0,1,1,1,0,3,"SLC1A3","Promoter (<=1kb)",0,49.9743
"region_22023","chr5",37668435,37669106,1,1,1,0,0,3,"WDR70","Intron (ENST00000504564.1/55100, intron 10 of 11)",-53537,25.8257
"region_22024","chr5",37717538,37718381,1,1,1,0,0,3,"WDR70","Intron (ENST00000511906.5/55100, intron 12 of 14)",-4262,12.7892
"region_22027","chr5",37735891,37736274,0,1,1,1,0,3,"WDR70","Intron (ENST00000511906.5/55100, intron 14 of 14)",11048,19.0232
"region_22064","chr5",38844811,38846929,0,1,1,1,0,3,"LINC01265","Promoter (<=1kb)",0,77.4762
"region_22082","chr5",39399353,39399932,1,1,1,0,0,3,"DAB2","Intron (ENST00000696106.1/735, intron 1 of 5)",-4953,37.3953
"region_22091","chr5",39502006,39502678,0,1,1,1,0,3,"LINC02104","Distal Intergenic",-17687,28.409
"region_22222","chr5",42875560,42877047,0,1,1,1,0,3,"SELENOP","Intron (ENST00000771674.1/ENST00000771674.1, intron 1 of 2)",10345,24.6186
"region_22251","chr5",43233891,43234310,0,1,1,1,0,3,"NIM1K","Intron (ENST00000509362.5/167359, intron 1 of 2)",41039,30.263
"region_22260","chr5",43422046,43422669,0,1,1,1,0,3,"CCL28","Distal Intergenic",-9655,36.0386
"region_22262","chr5",43432321,43433257,0,1,1,1,0,3,"CCL28","Distal Intergenic",-19930,72.3963
"region_22306","chr5",50711192,50711830,0,1,1,1,0,3,"PARP8","Intron (ENST00000503790.6/79668, intron 3 of 6)",43299,48.4975
"region_22350","chr5",53023869,53024401,0,1,1,1,0,3,"ITGA2-AS2","Intron (ENST00000503810.6/3673, intron 1 of 28)",11483,19.5529
"region_22436","chr5",55575987,55576672,0,1,1,1,0,3,"PLPP1","Distal Intergenic",-41018,40.8471
"region_22528","chr5",57693027,57693652,0,1,1,1,0,3,"LOC101928505","Exon (ENST00000718448.1/100996645, exon 3 of 3)",42355,23.9753
"region_22582","chr5",59143998,59144532,0,1,1,1,0,3,"PDE4D","Intron (ENST00000507116.6/5144, intron 5 of 14)",71403,24.844
"region_22603","chr5",59662122,59662762,0,1,1,1,0,3,"MIR582","Intron (ENST00000507116.6/5144, intron 1 of 14)",40941,29.2968
"region_22636","chr5",60816829,60817566,0,1,1,1,0,3,"ELOVL7","Intron (ENST00000508821.6/79993, intron 1 of 8)",25972,21.0098
"region_22721","chr5",65481484,65483619,0,1,1,1,0,3,"ADAMTS6","Promoter (<=1kb)",0,46.5142
"region_22737","chr5",66143891,66144825,0,1,1,0,1,3,"SREK1","Promoter (<=1kb)",0,17.2313
"region_22765","chr5",67094740,67096051,0,1,1,1,0,3,"MAST4","Exon (ENST00000403625.7/375449, exon 7 of 29)",-46113,43.3214
"region_22813","chr5",68434115,68434593,0,1,1,0,1,3,"LINC03134","Promoter (<=1kb)",0,13.6983
"region_22827","chr5",69093751,69094361,0,1,1,0,1,3,"SLC30A5","Promoter (<=1kb)",0,8.94063
"region_22955","chr5",75236742,75237410,0,1,1,0,1,3,"ANKRD31-DT","Promoter (<=1kb)",0,12.8033
"region_23021","chr5",78359789,78360865,0,1,1,1,0,3,"LOC124901010","Promoter (<=1kb)",0,35.3854
"region_23089","chr5",79513336,79514998,0,1,1,0,1,3,"HOMER1","Promoter (<=1kb)",0,11.6616
"region_23181","chr5",82278239,82278690,0,1,1,1,0,3,"RPS23","Promoter (<=1kb)",0,9.86282
"region_23186","chr5",82374620,82375118,0,1,1,1,0,3,"ATP6AP1L","Intron (ENST00000508366.5/92270, intron 6 of 7)",61448,8.39174
"region_23261","chr5",86570020,86571610,0,1,1,1,0,3,"COX7C","Exon (ENST00000763077.1/ENST00000763077.1, exon 1 of 4)",-46318,43.016
"region_23317","chr5",90308829,90309714,0,1,1,1,0,3,"LINC01339","Distal Intergenic",-18736,33.4879
"region_23319","chr5",90337332,90338163,0,1,1,1,0,3,"LINC01339","Distal Intergenic",-47239,50.8437
"region_23320","chr5",90379546,90380243,0,1,1,1,0,3,"CETN3","Distal Intergenic",27587,46.2188
"region_23478","chr5",94433301,94434137,0,1,1,1,0,3,"KIAA0825","Intron (ENST00000841140.1/ENST00000841140.1, intron 1 of 2)",43047,28.3473
"region_23570","chr5",96627600,96628429,0,1,1,1,0,3,"CAST","Intron (ENST00000718090.1/101929710, intron 4 of 4)",-33626,37.9975
"region_23582","chr5",96702523,96703874,0,1,1,1,0,3,"LOC107986363","Promoter (<=1kb)",0,23.722
"region_23587","chr5",96934202,96936275,0,1,1,1,0,3,"LOC124901030","Promoter (<=1kb)",0,86.1188
"region_23631","chr5",102453772,102454108,0,1,1,1,0,3,"SLCO6A1","Intron (ENST00000506729.6/133482, intron 6 of 13)",23589,12.3394
"region_23754","chr5",108002684,108003712,0,1,1,1,0,3,"LOC124901039","Intron (ENST00000542267.7/64839, intron 7 of 8)",223835,104.407
"region_23790","chr5",109900967,109902026,0,1,1,1,0,3,"LOC105379119","Distal Intergenic",-5463,39.4582
"region_23819","chr5",111512148,111513440,0,1,1,1,0,3,"STARD4-AS1","Promoter (<=1kb)",0,33.1682
"region_23824","chr5",111680760,111681388,1,1,1,0,0,3,"STARD4-AS1","Intron (ENST00000666013.1/100505678, intron 2 of 4)",13744,8.30102
"region_23868","chr5",113320208,113320944,0,1,1,1,0,3,"LOC107986366","Promoter (2-3kb)",-2084,47.9716
"region_23927","chr5",116652243,116652671,1,1,1,0,0,3,"SEMA6A-AS2","Distal Intergenic",77322,7.67242
"region_24063","chr5",124599433,124600199,0,1,1,1,0,3,"ZNF608","Distal Intergenic",44138,47.8
"region_24093","chr5",124906249,124907142,1,1,1,0,0,3,"LOC107986391","Intron (ENST00000509456.3/ENST00000509456.3, intron 2 of 3)",12889,14.3914
"region_24205","chr5",127993257,127993926,0,1,1,1,0,3,"SLC12A2-DT","Promoter (1-2kb)",1493,27.3711
"region_24272","chr5",132410309,132411740,0,1,1,1,0,3,"RAD50","Promoter (<=1kb)",0,105.049
"region_24282","chr5",132489330,132491932,0,1,1,1,0,3,"IRF1","Promoter (<=1kb)",0,163.551
"region_24283","chr5",132495266,132498274,0,1,1,1,0,3,"IRF1","Promoter (<=1kb)",0,107.764
"region_24327","chr5",134176769,134177326,0,1,1,1,0,3,"SKP1","Promoter (<=1kb)",0,8.52476
"region_24397","chr5",136058241,136059055,0,1,1,1,0,3,"TGFBI","Promoter (<=1kb)",0,63.0148
"region_24428","chr5",138463703,138465632,0,1,1,0,1,3,"EGR1","Promoter (<=1kb)",0,92.8653
"region_24439","chr5",138575118,138576103,0,1,1,1,0,3,"HSPA9-AS1","Promoter (<=1kb)",0,15.2835
"region_24440","chr5",138611369,138612171,0,1,1,1,0,3,"CTNNA1","Promoter (<=1kb)",391,26.4905
"region_24456","chr5",139341527,139342071,0,1,1,0,1,3,"PAIP2","Promoter (<=1kb)",0,10.8437
"region_24507","chr5",140261348,140261723,0,1,1,0,1,3,"PFDN1","Intron (ENST00000504227.5/84418, intron 3 of 3)",19812,23.486
"region_24528","chr5",140564228,140564892,0,1,1,0,1,3,"APBB3","Promoter (<=1kb)",0,16.2325
"region_24614","chr5",142521520,142522235,0,1,1,1,0,3,"FGF1","Intron (ENST00000724963.1/101926941, intron 2 of 6)",99107,55.3401
"region_24615","chr5",142522868,142523434,0,1,1,1,0,3,"FGF1","Intron (ENST00000724963.1/101926941, intron 2 of 6)",97908,36.317
"region_24745","chr5",146082783,146083260,0,1,1,1,0,3,"PLAC8L1","Distal Intergenic",21109,13.5106
"region_24803","chr5",147835220,147835878,0,1,1,1,0,3,"SPINK1","Distal Intergenic",-3549,53.9566
"region_25006","chr5",154714383,154715062,0,1,1,1,0,3,"LARP1","Promoter (1-2kb)",1540,65.3705
"region_25072","chr5",158554558,158555062,0,1,1,1,0,3,"LINC02227","Intron (ENST00000642039.2/124901122, intron 3 of 3)",-39460,20.6688
"region_25129","chr5",160923241,160924742,0,1,1,1,0,3,"LINC02159","Distal Intergenic",13884,21.6006
"region_25223","chr5",168064998,168065682,0,1,1,1,0,3,"TENM2","Intron (ENST00000518659.6/57451, intron 9 of 30)",-97012,36.3449
"region_25477","chr5",179818709,179819872,0,1,1,1,0,3,"SQSTM1","Promoter (<=1kb)",0,43.9464
"region_25548","chr6",1316237,1316892,0,1,1,1,0,3,"FOXQ1","Distal Intergenic",4139,48.4582
"region_25585","chr6",2876329,2877209,0,1,1,1,0,3,"SERPINB9P1","Promoter (<=1kb)",0,45.3097
"region_25595","chr6",2988408,2990460,0,1,1,0,1,3,"LINC01011","Promoter (<=1kb)",0,21.173
"region_25603","chr6",3068064,3069278,0,1,1,1,0,3,"RIPK1","Promoter (<=1kb)",0,27.6011
"region_25699","chr6",5260771,5261670,0,1,1,1,0,3,"FARS2","Promoter (<=1kb)",0,11.624
"region_25784","chr6",8597862,8598499,0,1,1,1,0,3,"LOC100506207","Intron (ENST00000644718.1/105374910, intron 7 of 8)",39277,40.4448
"region_25825","chr6",10694387,10695104,0,1,1,1,0,3,"C6orf52","Promoter (<=1kb)",0,15.6359
"region_25830","chr6",10837871,10839030,0,1,1,1,0,3,"MAK","Promoter (<=1kb)",0,93.4356
"region_25838","chr6",11038958,11039498,0,1,1,1,0,3,"ELOVL2-AS1","Intron (ENST00000354666.4/54898, intron 1 of 7)",-3984,24.1133
"region_25876","chr6",11462539,11463745,0,1,1,1,0,3,"LOC105374928","Intron (ENST00000665550.1/105374928, intron 1 of 3)",-16547,69.3984
"region_26051","chr6",17405194,17405853,0,1,1,1,0,3,"CAP2","Intron (ENST00000229922.7/10486, intron 1 of 12)",11462,18.3703
"region_26067","chr6",17910189,17910818,0,1,1,1,0,3,"LOC105374953","Intron (ENST00000378814.9/63971, intron 2 of 37)",59785,62.9667
"region_26085","chr6",19811055,19811958,0,1,1,1,0,3,"LNC-LBCS","Intron (ENST00000801753.1/105374963, intron 3 of 4)",-4466,89.4964
"region_26203","chr6",22248650,22249496,0,1,1,1,0,3,"NBAT1","Intron (ENST00000561912.3/105374971, intron 1 of 10)",-26138,43.3351
"region_26230","chr6",22954649,22955449,0,1,1,1,0,3,"LOC105374974","Intron (ENST00000420572.2/ENST00000420572.2, intron 2 of 2)",221565,61.7054
"region_26247","chr6",23890479,23891069,0,1,1,1,0,3,"NRSN1","Distal Intergenic",-235117,42.304
"region_26263","chr6",24720616,24722046,0,1,1,1,0,3,"LINC02828","Promoter (<=1kb)",0,85.3221
"region_26324","chr6",26026913,26027663,1,1,1,0,0,3,"H4C2","Promoter (<=1kb)",0,14.3265
"region_26331","chr6",26054744,26056520,1,1,1,0,0,3,"H1-2","Promoter (<=1kb)",0,12.7974
"region_26334","chr6",26103159,26104242,0,1,1,1,0,3,"H4C3","Promoter (<=1kb)",0,15.0221
"region_26423","chr6",27132612,27133414,1,1,1,0,0,3,"H2AC11","Promoter (<=1kb)",0,7.77816
"region_26473","chr6",28080724,28081146,0,1,1,0,1,3,"ZNF165","Promoter (<=1kb)",156,11.3243
"region_26517","chr6",34223855,34224570,0,1,1,1,0,3,"HMGA1","Distal Intergenic",-12303,30.8088
"region_26534","chr6",34656403,34658243,0,1,1,1,0,3,"ILRUN","Intron (ENST00000374023.8/64771, intron 1 of 4)",13713,71.957
"region_26544","chr6",34791538,34793172,0,1,1,1,0,3,"BLTP3A","Promoter (<=1kb)",0,32.8655
"region_26609","chr6",36386476,36388235,0,1,1,1,0,3,"ETV7-AS1","Promoter (<=1kb)",0,92.193
"region_26670","chr6",37432819,37434419,0,1,1,1,0,3,"LOC107986531","Promoter (<=1kb)",0,87.101
"region_26841","chr6",43628662,43630647,0,1,1,1,0,3,"GTPBP2","Promoter (<=1kb)",0,133.662
"region_26843","chr6",43671786,43672984,0,1,1,1,0,3,"MRPS18A","3' UTR",14807,27.714
"region_26874","chr6",43926263,43927587,0,1,1,1,0,3,"LINC01512","Intron (ENST00000691600.2/100132354, intron 1 of 1)",34876,50.2349
"region_27001","chr6",47075784,47077394,0,1,1,1,0,3,"ADGRF1","Intron (ENST00000811625.1/ENST00000811625.1, intron 1 of 1)",-33434,119.127
"region_27016","chr6",47168188,47168563,1,1,1,0,0,3,"LOC105375081","Distal Intergenic",-34837,8.5087
"region_27033","chr6",47414329,47415417,0,1,1,1,0,3,"LOC105375082","Promoter (<=1kb)",0,44.9638
"region_27115","chr6",52352323,52352901,1,1,1,0,0,3,"PAQR8","Exon (ENST00000729408.1/ENST00000729408.1, exon 1 of 2)",-8520,10.0824
"region_27117","chr6",52389096,52390651,1,1,1,0,0,3,"EFHC1","Intron (ENST00000512121.1/85315, intron 1 of 1)",-22363,16.602
"region_27136","chr6",52725174,52726248,0,1,1,1,0,3,"GSTA2","Intron (ENST00000763579.1/ENST00000763579.1, intron 1 of 6)",37227,43.0372
"region_27187","chr6",53615613,53616213,1,1,1,0,0,3,"LINC01564","Promoter (<=1kb)",-258,15.9179
"region_27231","chr6",56091152,56091628,1,1,1,0,0,3,"COL21A1","Promoter (<=1kb)",33,15.5441
"region_27233","chr6",56370052,56371078,1,1,1,0,0,3,"COL21A1","Intron (ENST00000370819.5/81578, intron 1 of 28)",23016,14.7711
"region_27257","chr6",56692221,56693651,1,1,1,0,0,3,"DST","Promoter (<=1kb)",0,18.5051
"region_27260","chr6",56714964,56715414,1,1,1,0,0,3,"DST","Intron (ENST00000312431.10/667, intron 3 of 94)",-21661,9.83836
"region_27350","chr6",63527567,63528191,1,1,1,0,0,3,"PTP4A1","5' UTR",5806,35.0484
"region_27586","chr6",80689692,80690138,0,1,1,1,0,3,"LOC105377869","Distal Intergenic",-140822,28.81
"region_27607","chr6",81751604,81754220,0,1,1,1,0,3,"LOC105377871","Promoter (<=1kb)",0,86.05
"region_27636","chr6",81937895,81939006,0,1,1,1,0,3,"LINC02542","Promoter (<=1kb)",0,51.6921
"region_27687","chr6",85459376,85459830,0,1,1,1,0,3,"NT5E","Intron (ENST00000369651.7/4907, intron 1 of 7)",9285,23.364
"region_27758","chr6",89035044,89036406,0,1,1,1,0,3,"PNRC1-DT","Exon (ENST00000810603.1/ENST00000810603.1, exon 1 of 1)",44261,43.9139
"region_27773","chr6",89175102,89175611,0,1,1,1,0,3,"LOC101929004","Distal Intergenic",-28209,24.671
"region_27789","chr6",89638218,89638885,0,1,1,0,1,3,"MDN1-AS1","Promoter (<=1kb)",0,14.1354
"region_27830","chr6",90586914,90587431,0,1,1,0,1,3,"LOC124901363","Promoter (<=1kb)",0,12.497
"region_27922","chr6",101010978,101011560,0,1,1,1,0,3,"GRIK2","Intron (ENST00000683774.1/2898, intron 1 of 16)",48277,37.4615
"region_28092","chr6",106886840,106887830,0,1,1,1,0,3,"LINC02532","Exon (ENST00000762834.1/ENST00000762834.1, exon 1 of 2)",-62662,27.916
"region_28147","chr6",107822015,107822842,0,1,1,1,0,3,"SCML4","Promoter (1-2kb)",1444,40.1216
"region_28213","chr6",109062734,109063172,0,1,1,1,0,3,"SESN1","Intron (ENST00000436639.7/27244, intron 1 of 9)",30796,27.9463
"region_28225","chr6",109381297,109383573,0,1,1,1,0,3,"CD164","Promoter (<=1kb)",0,22.4526
"region_28376","chr6",113818066,113819884,0,1,1,1,0,3,"MARCKS","Intron (ENST00000726871.1/ENST00000726871.1, intron 1 of 1)",-37461,68.7973
"region_28454","chr6",116570900,116572034,0,1,1,1,0,3,"RWDD1","Promoter (<=1kb)",0,15.6562
"region_28542","chr6",119261078,119262482,0,1,1,1,0,3,"MAN1A1","Intron (ENST00000368468.4/4121, intron 5 of 12)",87279,66.1013
"region_28567","chr6",119717849,119718470,0,1,1,1,0,3,"LOC105377975","Distal Intergenic",-124595,61.6313
"region_28591","chr6",121885189,121886614,0,1,1,1,0,3,"LOC105377979","Exon (ENST00000780572.1/ENST00000780572.1, exon 1 of 2)",27376,49.1483
"region_28595","chr6",122279955,122280990,0,1,1,1,0,3,"HSF2","Exon (ENST00000837624.1/ENST00000837624.1, exon 1 of 2)",-118561,19.3998
"region_28680","chr6",125944198,125944959,0,1,1,1,0,3,"HINT3","Distal Intergenic",-11811,39.3555
"region_28767","chr6",130863223,130864057,0,1,1,1,0,3,"EPB41L2","Promoter (1-2kb)",1776,64.9299
"region_28788","chr6",131134957,131136535,0,1,1,1,0,3,"AKAP7","Promoter (<=1kb)",0,35.3386
"region_28811","chr6",131821964,131822597,0,1,1,1,0,3,"ENPP1","Intron (ENST00000486853.1/5167, intron 1 of 3)",13841,25.262
"region_28828","chr6",131980643,131981610,0,1,1,1,0,3,"LINC01013","Promoter (1-2kb)",1930,28.409
"region_28857","chr6",132735633,132736995,0,1,1,1,0,3,"VNN3P","Promoter (<=1kb)",0,100.737
"region_28865","chr6",132812714,132814787,0,1,1,1,0,3,"SLC18B1","Promoter (<=1kb)",0,28.0302
"region_28958","chr6",135523144,135523765,0,1,1,1,0,3,"AHI1","Intron (ENST00000658067.1/100131814, intron 2 of 2)",-24710,27.8326
"region_28996","chr6",137001303,137001885,0,1,1,1,0,3,"NHEG1","3' UTR",-8069,33.7759
"region_29129","chr6",139754783,139755817,0,1,1,1,0,3,"FILNC1","Intron (ENST00000644936.1/100132735, intron 1 of 2)",49163,32.8397
"region_29145","chr6",139903615,139904525,0,1,1,1,0,3,"FILNC1","Distal Intergenic",46857,45.0987
"region_29209","chr6",141752386,141753534,0,1,1,1,0,3,"LOC105378030","Exon (ENST00000732942.1/105378030, exon 5 of 5)",51393,31.0988
"region_29263","chr6",142819544,142820079,0,1,1,1,0,3,"HIVEP2","Intron (ENST00000012134.7/3097, intron 2 of 8)",16968,24.3569
"region_29334","chr6",143950784,143951602,0,1,1,1,0,3,"PLAGL1","Intron (ENST00000360537.6/5325, intron 3 of 4)",9810,39.3226
"region_29357","chr6",144297572,144298857,0,1,1,1,0,3,"UTRN","Intron (ENST00000367545.8/7402, intron 2 of 74)",12237,71.7348
"region_29400","chr6",145266641,145267767,0,1,1,1,0,3,"EPM2A","Intron (ENST00000810510.1/ENST00000810510.1, intron 1 of 1)",366915,25.2814
"region_29446","chr6",147063430,147063785,1,1,1,0,0,3,"STXBP5-AS1","Intron (ENST00000662679.1/729178, intron 4 of 10)",11918,8.01486
"region_29637","chr6",153989728,153990751,0,1,1,1,0,3,"OPRM1","Distal Intergenic",-19745,59.9455
"region_29664","chr6",155015979,155016489,0,1,1,1,0,3,"TIAM2","Promoter (2-3kb)",2041,43.7096
"region_29671","chr6",155085026,155086123,1,1,1,0,0,3,"TIAM2","Intron (ENST00000461783.7/26230, intron 3 of 28)",-35793,7.67283
"region_29686","chr6",155443736,155444687,0,1,1,1,0,3,"NOX3","Intron (ENST00000159060.3/50508, intron 4 of 13)",11152,50.7712
"region_29687","chr6",155486061,155487311,0,1,1,1,0,3,"LOC105378068","Distal Intergenic",-27545,42.2225
"region_29724","chr6",156994229,156994793,0,1,1,1,0,3,"ARID1B","Intron (ENST00000346085.10/57492, intron 6 of 20)",-27493,18.9826
"region_29753","chr6",157535208,157536410,0,1,1,1,0,3,"MIR3692","Intron (ENST00000414563.6/79683, intron 1 of 8)",6076,36.4576
"region_29900","chr6",162373146,162374252,0,1,1,1,0,3,"PRKN","Intron (ENST00000366898.6/5071, intron 2 of 11)",69223,63.2194
"region_29967","chr6",167341809,167342608,0,1,1,1,0,3,"TTLL2","3' UTR",16704,35.9566
"region_30007","chr6",167849824,167850266,1,1,1,0,0,3,"AFDN","Intron (ENST00000515794.3/4301, intron 1 of 32)",22189,7.59304
"region_30059","chr7",726397,726885,0,1,1,0,1,3,"DNAAF5","Promoter (<=1kb)",0,9.57601
"region_30077","chr7",1156602,1157640,0,1,1,1,0,3,"ZFAND2A","Promoter (<=1kb)",92,51.9848
"region_30096","chr7",1569759,1570354,0,1,1,0,1,3,"PSMG3-AS1","Promoter (<=1kb)",0,11.4581
"region_30179","chr7",5529475,5530252,0,1,1,0,1,3,"ACTB","Promoter (<=1kb)",0,13.2446
"region_30180","chr7",5530420,5530957,0,1,1,0,1,3,"ACTB","Promoter (<=1kb)",0,9.72019
"region_30212","chr7",6385348,6385851,1,1,1,0,0,3,"RAC1","Intron (ENST00000348035.9/5879, intron 1 of 5)",-5607,31.0679
"region_30231","chr7",6729507,6730120,0,1,1,0,1,3,"PMS2CL","Promoter (<=1kb)",0,9.27584
"region_30244","chr7",7177101,7177492,1,1,1,0,0,3,"C1GALT1","Intron (ENST00000429911.5/56913, intron 2 of 3)",-5052,11.1365
"region_30261","chr7",7696421,7697242,1,1,1,0,0,3,"RPA3","Intron (ENST00000493246.5/729852, intron 3 of 3)",21365,14.4912
"region_30278","chr7",7911309,7911857,0,1,1,1,0,3,"GLCCI1-DT","Intron (ENST00000469183.5/729852, intron 4 of 4)",56742,21.7463
"region_30312","chr7",10939867,10940681,0,1,1,1,0,3,"COXFA4","Promoter (<=1kb)",0,21.4765
"region_30370","chr7",12257501,12258084,0,1,1,1,0,3,"TMEM106B","Distal Intergenic",27322,44.5202
"region_30379","chr7",12715444,12716090,1,1,1,0,0,3,"LOC107986770","Exon (ENST00000804833.1/ENST00000804833.1, exon 2 of 3)",-10062,7.0927
"region_30415","chr7",13850103,13850568,1,1,1,0,0,3,"ETV1","Distal Intergenic",55930,25.6067
"region_30546","chr7",17276079,17276741,1,1,1,0,0,3,"LOC101927609","Intron (ENST00000642825.1/196, intron 3 of 14)",18520,13.817
"region_30555","chr7",17405610,17406492,0,1,1,1,0,3,"LINC02888","Promoter (<=1kb)",0,48.9402
"region_30556","chr7",17408428,17409054,0,1,1,1,0,3,"LINC02888","Promoter (2-3kb)",2355,33.4094
"region_30563","chr7",17506001,17506579,0,1,1,1,0,3,"LOC105375172","Intron (ENST00000636929.1/105375172, intron 1 of 10)",17552,53.6903
"region_30605","chr7",18508413,18509419,0,1,1,1,0,3,"HDAC9","Promoter (<=1kb)",0,30.8784
"region_30717","chr7",22700586,22701397,0,1,1,1,0,3,"IL6","Intron (ENST00000650428.1/541472, intron 1 of 2)",-24487,47.1137
"region_30769","chr7",24108753,24109458,0,1,1,1,0,3,"LOC107986777","Distal Intergenic",87571,71.6456
"region_30779","chr7",24475338,24475821,0,1,1,1,0,3,"LOC124901601","Intron (ENST00000803537.1/124901601, intron 1 of 1)",4860,30.6168
"region_30836","chr7",25846686,25847073,1,1,1,0,0,3,"LOC100506236","Exon (ENST00000812520.1/ENST00000812520.1, exon 2 of 2)",-13549,9.84802
"region_30878","chr7",26937778,26938813,0,1,1,1,0,3,"SKAP2","Intron (ENST00000432747.1/8935, intron 1 of 6)",56426,48.6247
"region_30881","chr7",26965691,26966267,0,1,1,1,0,3,"SKAP2","Intron (ENST00000432747.1/8935, intron 1 of 6)",28972,24.3676
"region_30913","chr7",27346722,27347289,1,1,1,0,0,3,"LOC105375207","Distal Intergenic",-14288,18.607
"region_30965","chr7",28855891,28856154,1,1,1,0,0,3,"CREB5","Distal Intergenic",46482,8.29206
"region_30967","chr7",28922874,28923466,0,1,1,1,0,3,"CPVL-AS2","Distal Intergenic",-32432,49.1844
"region_30978","chr7",29163687,29164337,0,1,1,1,0,3,"CHN2","Intron (ENST00000439384.6/1124, intron 2 of 6)",17055,31.4747
"region_31047","chr7",30594530,30595212,0,1,1,0,1,3,"GARS1","Promoter (<=1kb)",0,18.2677
"region_31085","chr7",33027266,33027895,0,1,1,1,0,3,"NT5C3A","Promoter (<=1kb)",-233,24.5467
"region_31086","chr7",33039350,33040065,0,1,1,1,0,3,"NT5C3A","Promoter (<=1kb)",835,36.3526
"region_31178","chr7",36658744,36659614,1,1,1,0,0,3,"AOAH","Promoter (1-2kb)",1686,17.7595
"region_31280","chr7",40437545,40437895,1,1,1,0,0,3,"SUGCT-AS1","Intron (ENST00000401647.7/79783, intron 8 of 12)",109033,7.55835
"region_31292","chr7",40732823,40734020,0,1,1,1,0,3,"SUGCT","Intron (ENST00000401647.7/79783, intron 11 of 12)",-59162,66.1367
"region_31642","chr7",64665371,64666639,0,1,1,1,0,3,"ZNF107","Promoter (<=1kb)",0,78.7084
"region_31803","chr7",74649977,74650406,0,1,1,1,0,3,"GTF2I","Promoter (<=1kb)",0,38.511
"region_31816","chr7",75486115,75486617,0,1,1,0,1,3,"POM121C","Promoter (<=1kb)",0,9.3535
"region_31831","chr7",75914513,75915415,0,1,1,1,0,3,"MIR4651","Promoter (<=1kb)",0,44.6727
"region_31845","chr7",76047787,76048454,0,1,1,0,1,3,"MDH2","Promoter (<=1kb)",0,15.0572
"region_31905","chr7",79211716,79212254,0,1,1,1,0,3,"LOC105375366","Intron (ENST00000832755.1/ENST00000832755.1, intron 1 of 1)",71887,26.2129
"region_31929","chr7",80014366,80014842,0,1,1,1,0,3,"GNAI1","Intron (ENST00000649225.1/2770, intron 3 of 12)",-91366,16.7894
"region_31979","chr7",81684897,81685403,1,1,1,0,0,3,"LOC100128317","Intron (ENST00000636281.1/100128317, intron 1 of 7)",5011,8.7621
